"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2015M02","Ireland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.5",""
"2015M02","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","242",""
"2015M02","Ireland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.7",""
"2015M02","Greece","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,239",""
"2015M02","Greece","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","26.1",""
"2015M02","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,234",""
"2015M02","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","25.8",""
"2015M02","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","5,459",""
"2015M02","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","23.9",""
"2015M02","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","5,286",""
"2015M02","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","23.1",""
"2015M02","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,189",""
"2015M02","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.9",""
"2015M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,039",""
"2015M02","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","10.3",""
"2015M02","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","354",""
"2015M02","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","18.6",""
"2015M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","320",""
"2015M02","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.9",""
"2015M02","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","3,316",""
"2015M02","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","13.0",""
"2015M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","3,141",""
"2015M02","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.3",""
"2015M02","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","77",""
"2015M02","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","18.0",""
"2015M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","70",""
"2015M02","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","16.5",""
"2015M02","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","101",""
"2015M02","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.3",""
"2015M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","98",""
"2015M02","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.8",""
"2015M02","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","146",""
"2015M02","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.0",""
"2015M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","136",""
"2015M02","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.3",""
"2015M02","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","18",""
"2015M02","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.6",""
"2015M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","17",""
"2015M02","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2015M02","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","348",""
"2015M02","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.8",""
"2015M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","334",""
"2015M02","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.4",""
"2015M02","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","11",""
"2015M02","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.4",""
"2015M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","11",""
"2015M02","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.5",""
"2015M02","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","664",""
"2015M02","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.5",""
"2015M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","633",""
"2015M02","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.1",""
"2015M02","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","254",""
"2015M02","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.9",""
"2015M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","237",""
"2015M02","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.4",""
"2015M02","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,515",""
"2015M02","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.8",""
"2015M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,421",""
"2015M02","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2015M02","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","713",""
"2015M02","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","13.9",""
"2015M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","689",""
"2015M02","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.4",""
"2015M02","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","663",""
"2015M02","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.4",""
"2015M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","643",""
"2015M02","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.0",""
"2015M02","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","97",""
"2015M02","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.8",""
"2015M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","91",""
"2015M02","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M02","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","341",""
"2015M02","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.5",""
"2015M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","332",""
"2015M02","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.2",""
"2015M02","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","268",""
"2015M02","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.1",""
"2015M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","245",""
"2015M02","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2015M02","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","433",""
